layoutstring,total penalty per letter,key position cost,finger repeats,disbalance of fingers,top to bottom or vice versa,handswitching in trigram,(rows²/dist)²,shortcut keys,handswitching after unbalancing,movement pattern,hand disbalance, manual penalty, neighboring unbalance, asymmetric bigrams, asymmetric similar keys, irregularity, regularity segments mean,regularity segments std,regularity words mean,regularity words std
"saenc_mtrih⇘-zvofq_xplukßj-üöäwy_gd,.b",10.00806285796087,46.03220877443518,52.0855472,24.854990301272217,8.084307318438823,16.168325498557458,112.54109235578264,0.7319461889614385,13.301518466843646,30.0114258716672,0.023641149394758393,18.445117906519542,12.450693678647985,0.8820399684690723,28.978349408221266,1.6769693013378224,1094.3654278303318,313.2424824314617,863.0007577269497,1217.0588178553016
"trunl_mheis⇘-öäckß_qgoavzx-bywpj_fd,.ü",11.026172699398806,57.2142643171486,54.37410292,27.56162350946532,9.703953724357557,16.972320374093353,104.04377221726214,1.0979192834421578,11.919142622948442,40.66017797032867,2.268863382732348,21.579270534293283,15.29751611934351,0.9019759081718918,37.881708627319526,2.0516427968738378,1359.2769834193468,312.7778010772159,938.5617669157352,1216.424335860813
"usenm_gtroi⇘-jvüzß_wklhxöä-bpqcy_df,.a",10.74998606551233,58.64312027881028,58.44520014,29.812510963648176,8.199678706283102,22.899374954064577,111.10528211950474,0.7319461889614385,15.988656470603887,31.249783926865824,1.0562880546122544,19.254401145091006,14.897800417589606,0.8801329876918108,17.761443352040274,2.4949468962490644,1218.1663349262667,352.598106089902,844.1470414031168,975.1674505374035
"aeulh_fnbtr⇘-öäigü_wcsdzjß-oyxkq_vp,.m",9.947456332619051,51.55003708744219,56.91838036,29.850642122234035,10.47414983388455,11.68655119237059,103.22374188665367,1.0979192834421578,13.997217306074205,33.01729926905016,0.1046093814619845,20.522415097378854,12.838202985568913,0.8817986226475738,16.513555777101526,1.3736174207316578,1180.5699628517493,311.11151701878845,786.9037003982684,782.2347549850033
"rndip_wseah⇘-jltyü_qfäokßö-czvux_mb,.g",10.48544342513915,44.900308723229394,55.81645984,27.382494564702686,10.042659480114619,19.461654418028647,111.74261871934665,0.36597309448071924,13.564223010350272,29.21512403280742,0.049516919022334786,20.51474346596084,11.578899303596819,0.8779352276429079,36.83527978416444,1.3911271466209894,1161.0721675368175,322.3123530709554,821.209231801182,859.1453502749317
"irsnb_gtoeh⇘-ülmpz_öfaäkjß-uxvcq_wd,.y",10.383446782444487,39.725230816596785,54.01522686,28.603327792157895,8.007980204478782,18.369015923310684,111.35346333439925,0.7319461889614385,12.918974512362915,32.600857412192234,0.40281740718804854,18.620651000512932,12.688038293884674,0.8682870490756748,39.747062914678686,1.3533353249075868,1128.552861070741,276.56273341357115,867.2355695614034,858.0597392921259
"zeihk_mstrn⇘-jäauü_wgdlbqß-oöxvy_pf,.c",10.044164982393536,55.477304396705385,56.93008712,28.07222757590194,10.85312962257016,7.846250492059411,106.24153031656118,0.7319461889614385,15.067160053351962,30.763176364347615,1.035658349592725,21.677992335872727,11.775117169932196,0.866688759722031,18.716758038797973,1.5343872237673322,1125.407576332119,278.33529311957517,878.1364605331779,1232.965230898943
"ctheo_mnurs⇘-ßgdäö_wbilzüj-yvkaq_pf,.x",9.961672334485764,57.71401110119618,53.96760646,23.130227337215967,7.780099461301497,18.373523372377807,109.98003083423743,0.7319461889614385,14.345417587778703,23.909087917951847,0.04278261365920558,17.798904469008022,15.418633960016017,0.8645686487588458,18.918216770581648,1.5953483224280587,1110.084555916478,291.1741285221411,746.2352832970922,731.5367409217839
"aiehk_mtrns⇘-juoyq_xplcfzß-vüägö_wd,.b",9.435603570579993,54.19350811779177,52.5793452,27.0614624267781,7.783981782107532,9.310968662021164,103.68533218688144,1.0979192834421578,12.677711568755843,29.512319807987136,0.6482105321822433,21.103095419008902,10.247459828943189,0.8548048336002972,13.218649586093767,1.3429344662547484,1058.54732293104,310.66220752950727,798.1915418667261,1124.3006495347295
"cnseo_dturh⇘-ßwfäö_qvilüxj-bpzay_kg,.m",10.011901972297379,51.7719480629982,55.06153312,23.913038803917328,8.049589195980197,18.072541516113933,114.29563019152752,0.7319461889614385,13.39818879931957,22.490303693056376,0.4293890325682717,16.331550949242118,14.850459041429476,0.8832804614130655,24.32521106688847,1.8040645205127335,1035.7439152815846,282.68479176702186,800.1853937986226,1036.8960026666211
